dataset_id,dataset_alias,method,method_label,accuracy,macro_f1,auc,log_loss,brier,ece,training_seconds,inference_seconds
37,diabetes,chow_liu,Chow-Liu,0.7327586206896551,0.6934832797400358,0.7789918699186992,0.5339597798629983,0.35456672848681753,0.055668743318294175,0.035555600421503186,0.00612380444072187
37,diabetes,dbnc,DBNC,0.7224137931034483,0.6886676820103839,0.7891382113821138,0.5775665980841633,0.39110238407634207,0.1288361569031902,1.7109015551395714,0.0031037469860166313
37,diabetes,ft_transformer,FT-Transformer,0.7551724137931035,0.721238332082148,0.8298536585365854,0.4844028525034755,0.3187100191980575,0.0827441135367139,0.821881347708404,0.002117105759680271
37,diabetes,kdb_1,KDB-1,0.7637931034482759,0.7197299137369241,0.8218536585365854,0.49256145700903453,0.3239086360229095,0.08765134488036659,0.004166166158393025,0.006537066213786602
37,diabetes,kdb_2,KDB-2,0.753448275862069,0.7087574937129192,0.8181138211382114,0.49653917511462786,0.3272530106345767,0.07940926306772705,0.0052640961948782206,0.007016275636851787
37,diabetes,kdb_3,KDB-3,0.756896551724138,0.7065399074226293,0.8045528455284554,0.5145654071929752,0.34031733420321186,0.07676989266019216,0.00637741843238473,0.006858654972165823
37,diabetes,lightgbm,LightGBM,0.7706896551724138,0.742434520231511,0.8331707317073171,0.4919259563004985,0.31698113028684294,0.08350108127201075,0.10428847158327699,0.006466172216460109
37,diabetes,nb,NB,0.7637931034482759,0.7433216194391459,0.8347967479674796,0.5227565041748825,0.33509833523294796,0.11792529006002275,0.0034368247725069523,0.006576724164187908
37,diabetes,tan,TAN,0.7775862068965517,0.7428050460743914,0.8319349593495936,0.47970039190056113,0.31343663639390085,0.0911181524364674,0.004336239816620946,0.00669718962162733
37,diabetes,xgboost,XGBoost,0.7810344827586206,0.7522796862118418,0.8276422764227643,0.4997837702480103,0.32161715467884944,0.09172518947047227,0.12015816355124116,0.0021889420691877603
44,spambase,ban,BAN,0.9140376266280752,0.9081195910643596,0.9588867050400113,0.3215056913293666,0.14600490916406553,0.05204551569578114,0.1484241897240281,0.23458486529998482
44,spambase,catboost,CatBoost,0.9583212735166425,0.9563213718124016,0.9891232626702232,0.12483459150016543,0.06396119120865508,0.01809749416883268,36.13381252642721,0.00443012760952115
44,spambase,chow_liu,Chow-Liu,0.89232995658466,0.8853869990389194,0.9553672960831111,0.31600797513141854,0.166950589422794,0.05957253586254517,1.6925473025999964,0.18406193018890918
44,spambase,dbnc,DBNC,0.932561505065123,0.9290983809241243,0.976500421170855,0.19424835237750537,0.10479964984446835,0.025923826168796637,19.764683333365248,0.012100563803687691
44,spambase,ft_transformer,FT-Transformer,0.9421128798842258,0.9393025475316717,0.9801312649164678,0.17132930357584103,0.09216673945567286,0.021264606705196958,8.617645827401429,0.012750667985528708
44,spambase,kdb_1,KDB-1,0.9114327062228653,0.9058934638550648,0.961173311806823,0.30275424723542776,0.14231543404520342,0.04804603745309407,0.13505356214009226,0.22598166354000568
44,spambase,kdb_2,KDB-2,0.9140376266280752,0.9081195910643596,0.9588867050400113,0.3215056913293666,0.14600490916406553,0.05204551569578114,0.14923319118097425,0.23329614722169936
44,spambase,kdb_3,KDB-3,0.8949348769898698,0.8865640810631176,0.9507809209602696,0.39165239502630883,0.16995743182347062,0.06363845229581641,0.16766822515055538,0.24210366597399116
44,spambase,lightgbm,LightGBM,0.9557163531114327,0.9535637787576879,0.9888793345500492,0.12540638155410838,0.0687585168720713,0.01642399492076599,0.5392113906331361,0.014967482769861817
44,spambase,nb,NB,0.8891461649782924,0.8821004486274436,0.9526639056577286,0.5417776842599753,0.1933422145782416,0.0873575512565739,0.11854580473154783,0.21622305824421345
44,spambase,tan,TAN,0.9178002894356005,0.9128982877362859,0.9612347325565069,0.32455882198823155,0.13871114741353394,0.05043664627298168,0.14345831638202072,0.23267091680318117
44,spambase,xgboost,XGBoost,0.9568740955137482,0.9548373258721501,0.9887424540221816,0.12532859388345358,0.06694218342459457,0.01864228073585745,1.3831688910257072,0.01060117264278233
50,tic-tac-toe,ban,BAN,0.7875,0.7462329468785998,0.8655744680851065,0.4356624271712036,0.28074600684601086,0.0746486317759429,0.00654234797693789,0.009541171975433827
50,tic-tac-toe,catboost,CatBoost,1.0,1.0,1.0,0.01321852383844777,0.0027506071855497053,0.012379411608176358,1.193883208418265,0.004730415856465697
50,tic-tac-toe,chow_liu,Chow-Liu,0.701388888888889,0.606482469012102,0.7226382978723404,0.5701143118901837,0.3852403955619846,0.06781731919821257,0.041908096661791204,0.008375966036692262
50,tic-tac-toe,dbnc,DBNC,0.9430555555555555,0.9371097254191716,0.9835744680851064,0.14925986797061425,0.08048368085616464,0.05079469622384334,1.6432207168079913,0.0027224474120885133
50,tic-tac-toe,ft_transformer,FT-Transformer,0.9791666666666666,0.9769098719437876,0.9972765957446807,0.06314557681198969,0.032109022097395475,0.016657760608885262,0.7770732020027935,0.0022030182182788847
50,tic-tac-toe,kdb_1,KDB-1,0.7666666666666666,0.7196193928932069,0.8320851063829787,0.4755359121094429,0.3149378127611834,0.0890654973484946,0.005690543027594685,0.009356012847274543
50,tic-tac-toe,kdb_2,KDB-2,0.7875,0.7462329468785998,0.8655744680851065,0.4356624271712036,0.28074600684601086,0.0746486317759429,0.006616576993837953,0.009183625970035792
50,tic-tac-toe,kdb_3,KDB-3,0.8236111111111111,0.7979063249626877,0.8867234042553191,0.4701136754912988,0.26945874841911477,0.1005410991701083,0.00748182856477797,0.009983526822179557
50,tic-tac-toe,lightgbm,LightGBM,1.0,1.0,1.0,0.00149476637491508,0.0003325508441693978,0.0013971947288509098,0.0443082011770457,0.009933273633942008
50,tic-tac-toe,nb,NB,0.7541666666666667,0.6749960485272309,0.7670638297872341,0.5402975544925123,0.3667874323054922,0.10735554802472418,0.004805474774912,0.008724823966622353
50,tic-tac-toe,tan,TAN,0.7819444444444444,0.7353445817178134,0.8348085106382979,0.4776799339673021,0.3134938818127879,0.08552991718810994,0.005775890965014696,0.009128587599843741
50,tic-tac-toe,xgboost,XGBoost,0.9958333333333333,0.9953823953823953,1.0,0.034186833146194875,0.01190004064983027,0.02827188541896964,0.1127570086158812,0.008600524440407754
53,heart-statlog,ban,BAN,0.7804878048780488,0.7792971091047864,0.8594202898550725,0.45839787125014037,0.30034133169829225,0.14951706332773881,0.0029671411495655773,0.003605805616825819
53,heart-statlog,catboost,CatBoost,0.8146341463414635,0.8107704661182922,0.8980676328502415,0.4030769105771033,0.25646478329106276,0.1271339924258925,0.33876077220775186,0.0008292310405522585
53,heart-statlog,chow_liu,Chow-Liu,0.7219512195121951,0.7105808620646885,0.7886473429951691,0.5328954958003169,0.3560900574702529,0.09885708907187837,0.06769090262241662,0.00310080386698246
53,heart-statlog,dbnc,DBNC,0.8390243902439025,0.8348255048408715,0.897584541062802,0.4231621083829474,0.26176198234484194,0.15517709093289964,0.9619888762012124,0.0032056814059615137
53,heart-statlog,ft_transformer,FT-Transformer,0.8195121951219513,0.8141944095471532,0.9314009661835749,0.3443879893927785,0.21824590554725062,0.12251318158318261,0.7364524651318789,0.0021960866637527944
53,heart-statlog,kdb_1,KDB-1,0.775609756097561,0.7741150916750937,0.8251207729468598,0.5364263650139138,0.33105845513156373,0.14708729281109717,0.0025450477842241526,0.003478205855935812
53,heart-statlog,kdb_2,KDB-2,0.7804878048780488,0.7792971091047864,0.8594202898550725,0.45839787125014037,0.30034133169829225,0.14951706332773881,0.0029994625598192214,0.0035945950075984
53,heart-statlog,kdb_3,KDB-3,0.7609756097560976,0.757274113016497,0.8478260869565218,0.4684438692929154,0.31344416449096446,0.1773296376017148,0.0032316088676452638,0.0036305592395365236
53,heart-statlog,lightgbm,LightGBM,0.8341463414634147,0.8293487105680633,0.9043478260869564,0.5261177584678242,0.27255318472696466,0.13577236963995024,0.021038594609126448,0.0013890707865357398
53,heart-statlog,nb,NB,0.775609756097561,0.7721568007527436,0.8777777777777777,0.4468956033545536,0.2893962549196571,0.1301550208169259,0.0020644390024244785,0.0032667148392647506
53,heart-statlog,tan,TAN,0.7804878048780488,0.7785599766606632,0.814975845410628,0.5887320054886864,0.35085008441770693,0.17465845509989275,0.0027422244194895027,0.003560854261741042
53,heart-statlog,xgboost,XGBoost,0.7951219512195122,0.7896267092230798,0.8971014492753623,0.5036420826117091,0.2833624116810417,0.1556383112132881,0.024283500807359814,0.0016542863566428422
54,vehicle,ban,BAN,0.7354330708661417,0.7267319426612738,0.9126905790043913,0.8087975747452342,0.40833986212328943,0.16290838474197739,0.011443716892972588,0.029324882803484796
54,vehicle,catboost,CatBoost,0.7606299212598425,0.7535739655245556,0.9362826323608278,0.5068789672787556,0.29165543010692996,0.10541819313808316,0.5461059311404824,0.0010512502398341895
54,vehicle,chow_liu,Chow-Liu,0.45984251968503936,0.4151601804532392,0.7423123176268055,1.1121724340766381,0.6420295885337269,0.06110360387534699,0.147390052722767,0.023300286242738368
54,vehicle,dbnc,DBNC,0.7133858267716535,0.7142418236817343,0.9071105681822555,0.655368256474956,0.3778400541752516,0.11111561721536849,2.5420265659689902,0.006361940270289778
54,vehicle,ft_transformer,FT-Transformer,0.7385826771653543,0.7260238482171382,0.9233788047364468,0.45692363086600274,0.29857888228942453,0.06128982257182829,2.44082559440285,0.002732469188049436
54,vehicle,kdb_1,KDB-1,0.7291338582677165,0.7194476876747882,0.9145356936111091,0.7439327998692444,0.39953023789967934,0.16510731394204112,0.009458717610687017,0.028171722125262023
54,vehicle,kdb_2,KDB-2,0.7354330708661417,0.7267319426612738,0.9126905790043913,0.8087975747452342,0.40833986212328943,0.16290838474197739,0.011435621371492743,0.029550987808033825
54,vehicle,kdb_3,KDB-3,0.6976377952755906,0.6920941411993031,0.8973498586055658,1.028931886126187,0.474987696704315,0.21658904594380676,0.013555784011259675,0.030816240608692168
54,vehicle,lightgbm,LightGBM,0.7653543307086614,0.7630200032115755,0.938509523527782,0.45520013041298546,0.28971187901636364,0.10216449656065289,0.4124853676650673,0.020075922040268777
54,vehicle,nb,NB,0.5968503937007874,0.581918597973726,0.8238923935400576,1.5556686710147196,0.6086960291730137,0.23785301592903957,0.007578629814088344,0.02595957424491644
54,vehicle,tan,TAN,0.7448818897637796,0.7398813851336385,0.9176624143604689,0.7719848519329056,0.39795642686020716,0.16436960653141092,0.009596947021782399,0.027535849995911122
54,vehicle,xgboost,XGBoost,0.7842519685039371,0.7831222006753017,0.9395698812057611,0.4469001299041196,0.28256377675753247,0.09145874013698549,0.07396747199818492,0.002343694819137454
56,vote,ban,BAN,0.9303030303030303,0.9261473765820508,0.9834615384615384,0.30328149783062613,0.11023720270059803,0.06084101300115439,0.005355478171259165,0.007036836817860603
56,vote,catboost,CatBoost,0.9454545454545455,0.9425560123492394,0.9921153846153846,0.13827529181819118,0.07757740956423148,0.045800366192069106,1.7288648300338536,0.005300230532884598
56,vote,chow_liu,Chow-Liu,0.9606060606060606,0.9590071899774317,0.9779807692307692,0.1569634677581952,0.0729933834928342,0.06947416791922714,0.10790893998928368,0.0058712631464004515
