dataset_id,seed,variant,acyclic,edge_mass,incoming_edge_mass,parent_limit_violation_rate,threshold,thresholded_edge_density
24,1,full,True,33.978843688964844,"[0.6981683969497681, 3.215466022491455, 1.0733534097671509, 3.1588876247406006, 0.4923991560935974, 1.2498692274093628, 0.15049435198307037, 0.8785390853881836, 1.4020451307296753, 0.0, 0.8034648895263672, 2.574183464050293, 0.6350870132446289, 1.1876490116119385, 0.9859529733657837, 2.246854543685913, 3.131493091583252, 0.8864319920539856, 3.8535268306732178, 3.052345037460327, 1.0763278007507324, 1.2263039350509644]",0.8181818181818182,0.05,0.3939393939393939
24,2,full,True,35.15333557128906,"[0.5994804501533508, 1.7427306175231934, 0.8238146305084229, 0.7994804382324219, 0.7299633026123047, 3.224034547805786, 0.21711225807666779, 2.7901675701141357, 2.1403143405914307, 2.1015729904174805, 0.7577993869781494, 0.7505242228507996, 0.6712568402290344, 3.0015530586242676, 2.240236759185791, 3.652552366256714, 2.82525634765625, 3.531851291656494, 0.8714157342910767, 0.10405747592449188, 1.578163504600525, 0.0]",0.5,0.05,0.4025974025974026
24,0,full,True,27.325092315673828,"[3.7968595027923584, 0.22782737016677856, 0.7218426465988159, 0.7940002083778381, 0.841844916343689, 0.1507641226053238, 0.5879192352294922, 3.668637990951538, 0.970647931098938, 1.3368736505508423, 0.9518681168556213, 2.4884238243103027, 1.6318769454956055, 1.045974612236023, 1.2290711402893066, 1.1069402694702148, 0.0, 0.2866855263710022, 1.312028408050537, 0.32861262559890747, 1.2228959798812866, 2.623497486114502]",0.7727272727272727,0.05,0.3852813852813853
1567,3,full,True,7.407122611999512,"[0.292023241519928, 0.5764753818511963, 0.0027495434042066336, 0.0, 0.220261812210083, 2.759892702102661, 0.16632042825222015, 1.9170594215393066, 0.34097009897232056, 1.1313703060150146]",0.1,0.05,0.4
1567,4,full,True,6.885814666748047,"[0.48804646730422974, 2.7024612426757812, 0.32563695311546326, 1.0110719203948975, 0.12863029539585114, 0.0, 0.0023289714008569717, 1.6713181734085083, 0.14923493564128876, 0.4070858061313629]",0.0,0.05,0.36666666666666664
1567,1,full,True,7.209396839141846,"[0.9218357801437378, 1.5828299522399902, 0.002683427184820175, 0.25246140360832214, 0.25955215096473694, 0.0, 0.6398054361343384, 2.565424919128418, 0.20575515925884247, 0.7790488004684448]",0.1,0.05,0.36666666666666664
1567,2,full,True,5.795344352722168,"[0.13733375072479248, 0.20915091037750244, 0.0008257454028353095, 1.1687519550323486, 0.20132485032081604, 0.8628337383270264, 0.5130380988121033, 0.0, 0.527816891670227, 2.1742684841156006]",0.1,0.05,0.2777777777777778
1567,0,full,True,6.750266075134277,"[0.06453760713338852, 0.22231361269950867, 0.6347811222076416, 0.627208411693573, 0.7890877723693848, 2.666687250137329, 0.3048609793186188, 0.0, 0.011763499118387699, 1.429026484489441]",0.0,0.05,0.3333333333333333
42477,3,full,True,20.049945831298828,"[1.0657753944396973, 0.4017372727394104, 1.9325745105743408, 1.2588101625442505, 0.25467514991760254, 1.0193111896514893, 0.15438799560070038, 1.0487810373306274, 0.9738966822624207, 0.18422020971775055, 1.1579692363739014, 1.0026429891586304, 0.0, 0.16976135969161987, 0.1964341104030609, 1.0423415899276733, 2.8635640144348145, 0.8555409908294678, 1.055094838142395, 0.2555796802043915, 1.1258755922317505, 1.1933141946792603, 0.83765709400177]",0.6956521739130435,0.05,0.25691699604743085
42477,4,full,True,21.202070236206055,"[0.24438735842704773, 0.23637524247169495, 1.8796658515930176, 1.5020369291305542, 0.655554473400116, 1.0778840780258179, 2.089346408843994, 2.2303109169006348, 0.7999540567398071, 0.9485880732536316, 0.1543809175491333, 0.7438597083091736, 0.4170057773590088, 0.11152152717113495, 2.5503900051116943, 0.0, 0.6436135768890381, 0.8152005076408386, 0.6611745953559875, 1.9846320152282715, 0.47673022747039795, 0.268698513507843, 0.7107608318328857]",0.6521739130434783,0.05,0.27865612648221344
42477,1,full,True,21.518152236938477,"[1.7328308820724487, 0.9021440744400024, 0.6380553841590881, 0.15095750987529755, 0.8860601186752319, 0.5827855467796326, 0.27589133381843567, 1.7001594305038452, 0.49843335151672363, 0.4032437205314636, 0.08934332430362701, 1.8894429206848145, 0.8712755441665649, 0.583418607711792, 1.736074686050415, 0.4767802655696869, 0.0, 1.7912962436676025, 1.1839958429336548, 1.7855889797210693, 0.669890820980072, 1.5667461156845093, 1.1037362813949585]",0.6956521739130435,0.05,0.308300395256917
42477,2,full,True,20.916725158691406,"[0.3079650402069092, 0.20366699993610382, 0.6451665163040161, 0.19077865779399872, 0.5598607063293457, 0.9335570335388184, 1.1498111486434937, 0.6641027331352234, 1.437976360321045, 0.9432700276374817, 0.0974905863404274, 1.549512505531311, 2.123918294906616, 3.130156993865967, 0.7032649517059326, 0.4450969696044922, 0.0, 1.0144304037094116, 1.3754714727401733, 1.3130162954330444, 0.7895724177360535, 0.385519802570343, 0.9531190395355225]",0.6086956521739131,0.05,0.23715415019762845
42477,0,full,True,20.795625686645508,"[0.5367100238800049, 0.0, 0.7991000413894653, 0.1640516221523285, 0.8284578919410706, 1.1464524269104004, 0.9885727167129517, 0.06716614216566086, 1.0313630104064941, 0.21594910323619843, 0.7913188934326172, 0.8685076236724854, 0.3371746242046356, 1.385682463645935, 1.6264636516571045, 1.8618850708007812, 1.4465082883834839, 0.9509341716766357, 0.9729872345924377, 2.7557010650634766, 0.9523260593414307, 0.049132268875837326, 1.0191816091537476]",0.7391304347826086,0.05,0.274703557312253
29,3,full,True,6.460619926452637,"[0.7832709550857544, 0.4689784646034241, 0.2617582082748413, 1.0057975053787231, 0.9015158414840698, 0.3418089747428894, 0.7708132863044739, 0.7362463474273682, 0.2048482894897461, 0.2568237781524658, 0.009885339997708797, 0.24505746364593506, 0.22297826409339905, 0.250837504863739, 0.0]",0.26666666666666666,0.05,0.2857142857142857
29,4,full,True,4.828854560852051,"[0.16684772074222565, 1.1913220882415771, 0.26963484287261963, 0.5135126113891602, 0.5141646862030029, 0.16152730584144592, 0.0, 0.3476254642009735, 0.05518273264169693, 0.13924981653690338, 0.4872839152812958, 0.16969257593154907, 0.1238420158624649, 0.499403715133667, 0.18956513702869415]",0.06666666666666667,0.05,0.18571428571428572
29,1,full,True,4.846156597137451,"[0.22282981872558594, 0.25495436787605286, 0.2866768538951874, 0.2670818269252777, 0.64072185754776, 0.20518949627876282, 0.7062897086143494, 0.4904230237007141, 0.05491190031170845, 0.5355241298675537, 0.02926129661500454, 0.4012707471847534, 0.2605181336402893, 0.0, 0.4905034601688385]",0.0,0.05,0.19047619047619047
29,2,full,True,5.088653564453125,"[0.6031320095062256, 0.4285292327404022, 0.04417199268937111, 0.17087943851947784, 0.9541893601417542, 0.2902778089046478, 0.5453477501869202, 0.44305768609046936, 0.05265183001756668, 0.358169823884964, 0.18900460004806519, 0.0, 0.5095614194869995, 0.3084171712398529, 0.19126343727111816]",0.06666666666666667,0.05,0.20952380952380953
29,0,full,True,4.928662300109863,"[0.2827128469944, 0.2212802618741989, 0.0, 0.4930828809738159, 0.003730346914380789, 0.2957473397254944, 0.6240118145942688, 0.37294119596481323, 0.3359254002571106, 0.36914780735969543, 0.7417097091674805, 0.560857892036438, 0.04056788235902786, 0.20273560285568237, 0.38421115279197693]",0.0,0.05,0.19523809523809524
56,3,full,True,17.00458335876465,"[2.686814308166504, 0.792918860912323, 0.9835261106491089, 2.3260271549224854, 0.18077930808067322, 0.0, 0.4010380208492279, 2.380556106567383, 0.027480347082018852, 1.2236424684524536, 1.430790901184082, 1.8848507404327393, 0.39707356691360474, 0.1607978641986847, 0.10799403488636017, 2.0202934741973877]",0.4375,0.05,0.45416666666666666
56,4,full,True,14.462993621826172,"[2.1021153926849365, 1.3699406385421753, 0.2250881940126419, 0.8005664348602295, 0.007742983289062977, 1.3796401023864746, 0.05527184158563614, 0.7929930686950684, 1.428297519683838, 1.1842358112335205, 1.4742053747177124, 0.962448239326477, 0.2631048262119293, 0.8371384739875793, 1.5802042484283447, 0.0]",0.375,0.05,0.3958333333333333
56,1,full,True,14.275690078735352,"[1.8556642532348633, 0.11676546931266785, 1.4574666023254395, 0.0, 1.0588442087173462, 1.2249290943145752, 0.6779747009277344, 0.9044020175933838, 0.20918244123458862, 1.171645164489746, 0.727483332157135, 0.753820538520813, 1.6557722091674805, 1.689713478088379, 0.6871002316474915, 0.08492650836706161]",0.375,0.05,0.4125
56,2,full,True,17.130802154541016,"[1.5775415897369385, 1.7332559823989868, 0.0, 0.5110013484954834, 0.44484204053878784, 0.15151390433311462, 0.4445553421974182, 2.8789215087890625, 2.5139942169189453, 1.0246535539627075, 1.1572679281234741, 0.5535991191864014, 1.1189182996749878, 0.24599452316761017, 0.6436864733695984, 2.131056070327759]",0.3125,0.05,0.45
56,0,full,True,15.938124656677246,"[0.9630556106567383, 0.0, 2.1774001121520996, 1.339065432548523, 2.3133950233459473, 0.07713200151920319, 2.787093162536621, 0.3632967472076416, 1.1809099912643433, 0.056229040026664734, 1.141061544418335, 0.6809780597686768, 1.1499361991882324, 0.3636406660079956, 1.3093152046203613, 0.03561585396528244]",0.25,0.05,0.43333333333333335
1489,3,full,True,1.3368138074874878,"[0.0, 0.05540958046913147, 0.3669106066226959, 0.5823158621788025, 0.3321777582168579]",0.0,0.05,0.45
1489,4,full,True,1.027717113494873,"[0.07159195095300674, 0.30747920274734497, 0.30286961793899536, 0.3457763195037842, 0.0]",0.0,0.05,0.35
1489,1,full,True,1.4612690210342407,"[0.0, 0.076775461435318, 0.45902955532073975, 0.6250513195991516, 0.30041271448135376]",0.0,0.05,0.5
1489,2,full,True,1.0862138271331787,"[0.3813222050666809, 0.0, 0.30137187242507935, 0.3782092332839966, 0.025310484692454338]",0.0,0.05,0.3
1489,0,full,True,1.5794552564620972,"[0.0, 0.0860811322927475, 0.7235451936721802, 0.3545130789279938, 0.4153158366680145]",0.0,0.05,0.45
1486,3,full,True,124.13735961914062,"[0.6397967338562012, 1.9076093435287476, 1.5889155864715576, 2.2918717861175537, 1.122835636138916, 2.254978895187378, 3.205909252166748, 1.0718337297439575, 0.3330807685852051, 0.9070882201194763, 1.4684929847717285, 0.9981565475463867, 1.2918729782104492, 0.9555466175079346, 0.929114818572998, 1.8219854831695557, 1.3925968408584595, 0.720777153968811, 0.6472038626670837, 0.5687808990478516, 0.7111243009567261, 0.6331489086151123, 1.6164480447769165, 2.473583698272705, 2.0573244094848633, 0.8634010553359985, 1.005638599395752, 0.2974644899368286, 1.465572476387024, 0.9344225525856018, 1.1077831983566284, 0.1457916796207428, 0.4468177258968353, 1.095149040222168, 0.6950262188911438, 0.5599392652511597, 0.7257198691368103, 0.412549763917923, 0.2819407880306244, 1.080338716506958, 0.3779226541519165, 0.5953842401504517, 0.5937163233757019, 0.431886225938797, 0.5543885827064514, 0.050458505749702454, 1.5604043006896973, 2.7071549892425537, 0.7463834285736084, 0.648481547832489, 0.9962080717086792, 0.9531257748603821, 0.8282868266105652, 0.31950151920318604, 0.777545690536499, 0.14125967025756836, 2.6408984661102295, 0.6160249710083008, 1.450400948524475, 1.9874250888824463, 1.1968475580215454, 0.8117210865020752, 1.8848798274993896, 1.2629156112670898, 0.21168860793113708, 1.242822527885437, 0.29313772916793823, 1.2379785776138306, 1.2832118272781372, 0.5514360666275024, 1.9052269458770752, 2.3159542083740234, 0.4727468192577362, 0.017390603199601173, 0.135198712348938, 0.1977992057800293, 0.09880559146404266, 1.1655491590499878, 1.4355612993240356, 0.9499312043190002, 0.0774904415011406, 0.049680210649967194, 0.08151566982269287, 0.0716911032795906, 0.07180985808372498, 0.07078149169683456, 0.10080397874116898, 0.6461665630340576, 1.6723599433898926, 1.773087501525879, 1.8449113368988037, 5.843869686126709, 0.2528790831565857, 0.7188373804092407, 0.6060439348220825, 0.9919424057006836, 0.29188716411590576, 1.2321027517318726, 0.6409764885902405, 0.0, 1.8923300504684448, 2.370032548904419, 1.5570379495620728, 3.175863265991211, 0.480757474899292, 0.8993983268737793, 1.7370657920837402, 1.8304401636123657, 0.8688616752624512, 0.4002557694911957, 0.6834380030632019, 1.3628458976745605, 1.1246014833450317, 0.5370432734489441, 3.5202627182006836, 0.6944934129714966, 0.9952957034111023, 0.5932074785232544]",0.211864406779661,0.05,0.044690714182239605
1486,4,full,True,135.4287567138672,"[1.5239356756210327, 1.5936310291290283, 1.7028017044067383, 0.3993535041809082, 0.8694057464599609, 0.2626588046550751, 0.1034783348441124, 0.722905695438385, 1.3390858173370361, 1.0840470790863037, 1.0583608150482178, 0.5583242177963257, 0.33056220412254333, 1.135587453842163, 0.8063916563987732, 0.20102953910827637, 1.1296411752700806, 0.9846395254135132, 0.28935879468917847, 0.7127523422241211, 0.4319763779640198, 0.0, 0.7387393712997437, 1.4928244352340698, 1.0659157037734985, 0.840471625328064, 0.9782847762107849, 0.35668617486953735, 1.0179213285446167, 0.7401461005210876, 0.07099033147096634, 0.5605891346931458, 0.8388092517852783, 0.14861774444580078, 0.863170862197876, 0.434935063123703, 0.7757428884506226, 0.8163205981254578, 0.7389909029006958, 0.045829083770513535, 0.5982644557952881, 0.6329634189605713, 0.7938144207000732, 0.34902632236480713, 0.4804309606552124, 0.6795182228088379, 0.7014617919921875, 1.1358582973480225, 0.013951409608125687, 0.407804012298584, 1.5810383558273315, 0.6873624920845032, 0.9673490524291992, 0.5531660914421082, 1.516913890838623, 0.8733808398246765, 1.1244717836380005, 1.8471473455429077, 0.7028714418411255, 0.2240719348192215, 1.3163505792617798, 0.09405696392059326, 0.29907679557800293, 1.5709859132766724, 1.615321159362793, 3.915085792541504, 4.195738315582275, 2.2463302612304688, 3.222108840942383, 5.48272705078125, 2.710568428039551, 2.206416130065918, 1.3591320514678955, 1.7090853452682495, 0.6755722761154175, 0.5984199643135071, 1.4152228832244873, 0.26638585329055786, 3.7673282623291016, 4.259182929992676, 0.09191831201314926, 0.10314285010099411, 0.09784425050020218, 0.10100125521421432, 0.09651599824428558, 0.10790811479091644, 1.0346441268920898, 1.5150887966156006, 0.5462161302566528, 0.679044246673584, 0.9278605580329895, 4.045660495758057, 0.24047419428825378, 0.4020828902721405, 0.8973483443260193, 0.8272427916526794, 0.8707799315452576, 0.8037115931510925, 1.2928557395935059, 3.533421039581299, 1.2749662399291992, 2.0865979194641113, 3.326270341873169, 0.5284724831581116, 3.0320796966552734, 0.7661073803901672, 1.702100157737732, 0.9356129765510559, 2.1347286701202393, 0.6498529314994812, 0.35323965549468994, 0.18541499972343445, 1.3915913105010986, 1.248689889907837, 0.547164797782898, 1.7941972017288208, 3.854029893875122, 2.8420052528381348]",0.1864406779661017,0.05,0.05193394176445024
1486,1,full,True,163.06698608398438,"[0.08426716178655624, 1.926342248916626, 1.241495132446289, 3.908867835998535, 2.222846508026123, 3.173384428024292, 0.7077656984329224, 3.3884799480438232, 0.9522802829742432, 0.022350888699293137, 0.22533342242240906, 1.3184406757354736, 1.3632721900939941, 1.1181676387786865, 1.6774834394454956, 1.2115731239318848, 1.3524796962738037, 1.0307159423828125, 1.1760363578796387, 0.6733555197715759, 1.1599031686782837, 0.9545391201972961, 1.8896063566207886, 2.4603865146636963, 0.13449224829673767, 2.654048204421997, 3.0212738513946533, 1.1755778789520264, 2.1324429512023926, 0.5939251184463501, 0.2650246024131775, 1.5683517456054688, 1.140699863433838, 0.9847555160522461, 1.1240801811218262, 1.191672682762146, 0.38003870844841003, 0.9514244794845581, 0.6072337627410889, 1.4212422370910645, 1.243831753730774, 0.8402571082115173, 1.0580731630325317, 1.0775738954544067, 1.4163248538970947, 1.292922019958496, 2.662926197052002, 1.840089201927185, 0.006764909718185663, 1.160465121269226, 0.7662915587425232, 1.1951074600219727, 0.7362550497055054, 1.3248927593231201, 2.1254613399505615, 2.8251655101776123, 0.4245072901248932, 1.3758893013000488, 0.6726315021514893, 3.390856981277466, 0.0, 1.86534583568573, 1.7484023571014404, 1.878151535987854, 0.16784566640853882, 0.30955854058265686, 0.9398050308227539, 3.3570239543914795, 3.6600186824798584, 3.6513473987579346, 1.5540087223052979, 0.7005459070205688, 0.3702920377254486, 1.2233680486679077, 0.6103928685188293, 1.735551118850708, 0.08770553022623062, 0.9803078770637512, 1.8548181056976318, 0.8796400427818298, 0.13658151030540466, 0.01764785125851631, 0.13220913708209991, 0.12402646243572235, 0.16923309862613678, 0.15652449429035187, 3.7716381549835205, 2.287689447402954, 2.4701988697052, 1.312307357788086, 2.045705556869507, 5.474515438079834, 1.0730743408203125, 0.8792650699615479, 0.9123547077178955, 0.9750999212265015, 1.0100784301757812, 0.6741698980331421, 0.41088753938674927, 1.47833251953125, 1.5214736461639404, 0.2421819269657135, 0.6188135743141174, 1.0765091180801392, 1.2322226762771606, 2.0337674617767334, 1.7967419624328613, 0.06345295161008835, 2.0710952281951904, 2.7859673500061035, 1.848587155342102, 2.5625178813934326, 2.8065452575683594, 0.5353737473487854, 1.8651676177978516, 1.7336968183517456, 2.7623205184936523, 0.40292227268218994]",0.3644067796610169,0.05,0.06736201651455889
1486,2,full,True,132.630615234375,"[1.4012367725372314, 0.5127795338630676, 1.5720340013504028, 0.8760709762573242, 0.8830282688140869, 0.36009305715560913, 1.1727566719055176, 0.7123518586158752, 0.858859658241272, 0.6777349710464478, 0.6045920252799988, 0.10896529257297516, 0.8386660814285278, 0.7588763236999512, 0.5601567029953003, 1.0296059846878052, 0.6397322416305542, 0.594434380531311, 0.3426614999771118, 0.503879189491272, 0.8026615977287292, 1.0268323421478271, 1.5381152629852295, 1.1599364280700684, 1.746812105178833, 1.2353992462158203, 1.4442601203918457, 0.46084073185920715, 1.3153045177459717, 0.2901463806629181, 1.2580349445343018, 0.21436701714992523, 0.5959334969520569, 0.4763052761554718, 0.6838840246200562, 0.30479714274406433, 0.8405082821846008, 0.6112239360809326, 0.9404295682907104, 0.9163985848426819, 0.6732214093208313, 0.7367677688598633, 0.5383298993110657, 0.03997664526104927, 0.7117913961410522, 0.4680573344230652, 1.9851747751235962, 1.9506120681762695, 1.367032527923584, 0.69817715883255, 0.5806345343589783, 0.7034611701965332, 0.1867145150899887, 1.3977923393249512, 0.9469054937362671, 0.4543105959892273, 1.9532155990600586, 1.7736382484436035, 2.776118755340576, 2.782938241958618, 2.347522497177124, 1.3646628856658936, 0.6594622731208801, 1.3240832090377808, 0.0, 4.320460796356201, 3.0647244453430176, 5.147165775299072, 1.5830347537994385, 4.497270107269287, 2.098576068878174, 1.4607045650482178, 0.8155487775802612, 0.5678642392158508, 0.4965783357620239, 0.7645276188850403, 0.8556578755378723, 0.02241094410419464, 0.7998833656311035, 0.2000228762626648, 0.11422562599182129, 0.06564561277627945, 0.09034471213817596, 0.12426526099443436, 0.16640187799930573, 0.05503500998020172, 1.6053329706192017, 0.9340892434120178, 2.195059299468994, 2.563900947570801, 2.186774969100952, 3.0563645362854004, 0.6243136525154114, 0.7004143595695496, 0.6536697745323181, 0.8292142152786255, 0.5841219425201416, 0.5742404460906982, 0.13126008212566376, 2.0474469661712646, 3.6476051807403564, 2.507890224456787, 0.8783330321311951, 1.9547349214553833, 3.574550151824951, 0.6521572470664978, 3.0212113857269287, 1.755473256111145, 0.8346796035766602, 0.2487390637397766, 0.37683936953544617, 0.9215593934059143, 0.16344185173511505, 0.06726986169815063, 0.32590124011039734, 0.703683614730835, 2.4317679405212402, 1.2769205570220947]",0.2542372881355932,0.05,0.04874692162827756
1486,0,full,True,293.27947998046875,"[1.8951021432876587, 2.0965840816497803, 0.11372224986553192, 0.0, 0.07526375353336334, 2.559075355529785, 1.941572666168213, 1.9948945045471191, 2.5236754417419434, 0.6297829151153564, 4.109164714813232, 1.4075195789337158, 1.557180404663086, 3.168081760406494, 5.724483013153076, 2.4934885501861572, 1.9826973676681519, 1.8867478370666504, 2.450268507003784, 2.18090558052063, 0.6081578135490417, 0.05466066300868988, 1.589307427406311, 4.803529739379883, 4.023763656616211, 2.1404917240142822, 1.1464787721633911, 5.521973609924316, 0.3839731216430664, 3.5644543170928955, 3.163630962371826, 0.6191555857658386, 2.4234540462493896, 0.3575209677219391, 2.055007219314575, 2.339799165725708, 2.4618349075317383, 1.3441838026046753, 2.1830520629882812, 0.7909440994262695, 0.9510634541511536, 1.9663268327713013, 2.1122255325317383, 0.2335480898618698, 2.1206791400909424, 2.124805450439453, 1.475127100944519, 2.797163486480713, 3.0399091243743896, 2.2455010414123535, 0.9249604344367981, 2.3746840953826904, 2.3462958335876465, 2.187027931213379, 1.6253629922866821, 5.058806419372559, 2.7947802543640137, 0.1173216700553894, 0.5480605959892273, 4.1091461181640625, 2.3573460578918457, 3.988950729370117, 5.487953186035156, 4.098931312561035, 5.389773845672607, 0.0258815698325634, 1.7624632120132446, 5.342628479003906, 3.801921844482422, 0.5266470909118652, 2.1413180828094482, 1.5246182680130005, 4.426671504974365, 2.1210293769836426, 6.817124366760254, 0.9460331201553345, 0.22875845432281494, 2.1875600814819336, 3.8717780113220215, 3.415745496749878, 0.6473672389984131, 0.5980969667434692, 0.08483085036277771, 0.13277557492256165, 0.6130162477493286, 0.6716384887695312, 1.9953052997589111, 2.8748891353607178, 6.59943962097168, 6.366543769836426, 5.486269950866699, 3.9768311977386475, 0.9524103403091431, 2.1772589683532715, 0.17477695643901825, 2.637434959411621, 1.703800916671753, 2.0507452487945557, 2.1274428367614746, 5.296359062194824, 6.097397804260254, 6.2244343757629395, 3.380833625793457, 3.5069081783294678, 6.80142068862915, 6.431009769439697, 4.443981170654297, 2.7112247943878174, 0.6611911058425903, 2.1839547157287598, 1.0302876234054565, 2.2896220684051514, 2.658975839614868, 0.22852513194084167, 1.5097782611846924, 2.9266459941864014, 7.619161128997803, 1.42538321018219]",0.7372881355932204,0.05,0.16159640735911923
28,3,full,True,80.77116394042969,"[0.7361782193183899, 0.20636703073978424, 0.8001955151557922, 1.0193551778793335, 0.11331375688314438, 1.4999595880508423, 0.1618625372648239, 0.7513359189033508, 0.5272448658943176, 0.0, 0.922542929649353, 1.2779258489608765, 2.006527900695801, 1.5213066339492798, 1.2779589891433716, 0.7632152438163757, 0.7511317729949951, 1.0959696769714355, 1.7041865587234497, 1.5707958936691284, 1.615824818611145, 3.9761013984680176, 1.4768954515457153, 0.7559794187545776, 0.11321081221103668, 2.4483768939971924, 1.6209784746170044, 1.4740766286849976, 2.0495445728302, 2.8557591438293457, 2.3129663467407227, 0.015000441111624241, 0.7088168859481812, 2.793876886367798, 2.2522592544555664, 1.401116132736206, 1.4054877758026123, 1.039912462234497, 0.12614744901657104, 0.7162728905677795, 0.7751306295394897, 4.457675457000732, 4.970730304718018, 0.08439549058675766, 0.8302457928657532, 1.568052887916565, 1.8136528730392456, 0.724936306476593, 0.7051094174385071, 0.5780855417251587, 2.8945560455322266, 2.007258892059326, 0.1367923617362976, 1.3790620565414429, 0.8981565237045288, 0.09512226283550262, 0.7826804518699646, 1.069845199584961, 0.9926630258560181, 1.0971336364746094, 1.0138440132141113, 0.7327236533164978, 0.5797900557518005, 0.7175455093383789]",0.578125,0.05,0.15327380952380953
28,4,full,True,76.15892791748047,"[0.5631641149520874, 1.386616826057434, 2.8421754837036133, 0.47529739141464233, 0.7005523443222046, 1.0888001918792725, 0.4825012683868408, 0.004440379329025745, 0.7084957361221313, 1.435499906539917, 2.066904067993164, 1.6640729904174805, 1.1235771179199219, 1.508200764656067, 0.6807705163955688, 0.035165127366781235, 0.04159083589911461, 0.8051865100860596, 1.4748759269714355, 2.1387557983398438, 1.1421191692352295, 3.0780820846557617, 2.0062246322631836, 0.7015581727027893, 0.5419537425041199, 0.9093397259712219, 1.363965392112732, 1.306046724319458, 0.34174349904060364, 1.514345407485962, 2.2352778911590576, 0.0101925665512681, 0.030362140387296677, 1.1038601398468018, 1.3554601669311523, 1.1414308547973633, 1.097111463546753, 1.5911638736724854, 3.074246406555176, 0.8605979084968567, 0.004891674034297466, 1.382892370223999, 0.4044530689716339, 3.880783796310425, 1.4957492351531982, 1.2883058786392212, 1.135288119316101, 0.674380362033844, 0.6848403215408325, 0.72202467918396, 1.540138602256775, 1.950852632522583, 0.7276291251182556, 1.1638736724853516, 1.476483702659607, 0.6558701395988464, 0.7139962911605835, 1.226023554801941, 0.46892642974853516, 0.7110403180122375, 1.359197735786438, 4.52424955368042, 1.3353149890899658, 0.0]",0.578125,0.05,0.14360119047619047
28,1,full,True,85.4622802734375,"[0.7861518859863281, 0.18013136088848114, 1.9603296518325806, 2.677771806716919, 0.5320711731910706, 3.2008156776428223, 0.6043624877929688, 0.7451620697975159, 0.05500653013586998, 0.7559762001037598, 0.0, 2.5482561588287354, 1.266668438911438, 0.8770949244499207, 0.3517681658267975, 0.1612117439508438, 0.7042503356933594, 2.0155303478240967, 0.881315290927887, 0.890844464302063, 1.926257848739624, 2.2735114097595215, 0.59825599193573, 0.004417873453348875, 0.7848302721977234, 2.012366771697998, 2.4402172565460205, 1.628093957901001, 0.9935377240180969, 2.6775810718536377, 0.07354004681110382, 0.8457825183868408, 0.7791329622268677, 2.365283489227295, 2.4530751705169678, 0.8429597616195679, 0.6933715343475342, 2.0675253868103027, 1.0874322652816772, 0.10846985131502151, 0.013361210003495216, 1.9305434226989746, 5.041845321655273, 2.014258861541748, 2.0588738918304443, 2.3423519134521484, 1.0713636875152588, 0.10816497355699539, 0.09103292226791382, 1.529013991355896, 2.8614447116851807, 1.1767327785491943, 1.2517914772033691, 2.6387875080108643, 1.4266057014465332, 0.7699073553085327, 0.7753719091415405, 0.3789788782596588, 1.8401806354522705, 0.44236209988594055, 1.4867005348205566, 2.9264538288116455, 2.669624090194702, 0.7661659121513367]",0.5,0.05,0.1684027777777778
28,2,full,True,95.26106262207031,"[0.9882725477218628, 0.0, 2.944287061691284, 2.5678904056549072, 0.14304469525814056, 1.1143136024475098, 0.24448251724243164, 0.04259650409221649, 1.686579704284668, 0.41549012064933777, 0.2575373649597168, 2.9224867820739746, 2.7701408863067627, 4.087956428527832, 2.254533290863037, 0.3307313323020935, 1.6905173063278198, 2.6977550983428955, 0.766526997089386, 1.2516660690307617, 2.5268893241882324, 1.1614962816238403, 2.669825792312622, 1.7904380559921265, 1.6591130495071411, 0.15741483867168427, 0.652392566204071, 0.7340944409370422, 3.646696090698242, 0.5682179927825928, 0.8230311870574951, 1.7049305438995361, 0.2779110074043274, 0.26367369294166565, 0.4979346990585327, 0.12375453114509583, 2.918768882751465, 2.167569875717163, 0.20414388179779053, 1.3707720041275024, 1.8398703336715698, 2.9768567085266113, 3.4448893070220947, 2.727581024169922, 1.4813458919525146, 0.19203481078147888, 3.6218419075012207, 0.3871982991695404, 1.6583542823791504, 2.0816588401794434, 1.0165624618530273, 2.5240113735198975, 2.7436585426330566, 3.2094900608062744, 0.15661321580410004, 1.8247886896133423, 0.25328826904296875, 0.1001436859369278, 2.6019716262817383, 2.4457170963287354, 1.026308536529541, 1.2826718091964722, 0.16071945428848267, 0.40761709213256836]",0.515625,0.05,0.2170138888888889
