dataset_id,seed,variant,acyclic,edge_mass,incoming_edge_mass,parent_limit_violation_rate,threshold,thresholded_edge_density
40975,1,full,True,2.6040968894958496,"[0.5340325832366943, 0.42981380224227905, 1.1355887651443481, 0.011032778769731522, 0.4936293959617615, 0.0]",0.0,0.05,0.36666666666666664
40975,2,full,True,2.391942262649536,"[0.04299850016832352, 0.6508697867393494, 0.0, 0.17515915632247925, 1.1102440357208252, 0.41267070174217224]",0.0,0.05,0.4666666666666667
40975,0,full,True,2.615516424179077,"[0.682934045791626, 0.6978380680084229, 0.7831645011901855, 0.1035451889038086, 0.34803465008735657, 0.0]",0.0,0.05,0.43333333333333335
44,3,full,True,174.0068817138672,"[4.960186004638672, 1.298109531402588, 0.0, 5.377613544464111, 6.033647060394287, 0.5919305086135864, 1.3264416456222534, 0.6094964742660522, 1.1863946914672852, 5.154122352600098, 0.463002473115921, 3.3802809715270996, 5.9242682456970215, 5.17159366607666, 1.3358253240585327, 7.708643436431885, 5.87673282623291, 5.778914451599121, 2.3716671466827393, 3.109403371810913, 5.867290019989014, 0.3896411061286926, 0.5061883926391602, 6.184814453125, 4.916934013366699, 1.4139947891235352, 1.8514626026153564, 0.5017205476760864, 4.770355701446533, 0.5512604713439941, 4.651463508605957, 0.6758363246917725, 3.023658037185669, 1.536690592765808, 4.989202976226807, 5.7501044273376465, 1.7278203964233398, 0.20440243184566498, 3.377251148223877, 0.1711433231830597, 4.976587295532227, 3.077119827270508, 1.4768643379211426, 0.7268117666244507, 5.382972717285156, 5.9259257316589355, 2.0941498279571533, 1.3623946905136108, 5.423770427703857, 4.409697532653809, 1.8813613653182983, 1.4415407180786133, 1.338758111000061, 1.3791879415512085, 3.6249451637268066, 0.7477944493293762, 8.017488479614258]",0.7719298245614035,0.05,0.4057017543859649
44,4,full,True,183.4230499267578,"[1.2067759037017822, 4.679861068725586, 0.2822535037994385, 2.574040651321411, 3.701603889465332, 0.2740996479988098, 0.3404529094696045, 3.5153558254241943, 5.823639869689941, 6.211074352264404, 3.141298770904541, 6.35698938369751, 3.0307366847991943, 3.1806511878967285, 1.1638120412826538, 1.4336018562316895, 4.81432580947876, 1.1062246561050415, 1.0567550659179688, 0.45935627818107605, 5.759586811065674, 4.571089267730713, 5.230365753173828, 5.076138973236084, 7.974006175994873, 1.0601028203964233, 10.148045539855957, 6.256812572479248, 1.099335789680481, 5.751363277435303, 6.120429515838623, 0.08034354448318481, 0.8368159532546997, 1.0710232257843018, 1.0595533847808838, 5.4834089279174805, 7.972840309143066, 1.3431380987167358, 0.2745375633239746, 1.0168474912643433, 6.845560073852539, 6.009649276733398, 3.223836660385132, 1.112924575805664, 1.0745656490325928, 1.111266851425171, 5.129291534423828, 3.6830148696899414, 0.27052679657936096, 4.917908191680908, 0.940351128578186, 3.743415355682373, 3.37076997756958, 5.051351070404053, 2.486934185028076, 1.9129966497421265, 0.0]",0.8596491228070176,0.05,0.4044486215538847
44,1,full,True,198.28073120117188,"[1.6194003820419312, 0.12976950407028198, 6.486049175262451, 3.0778374671936035, 2.354891538619995, 1.626832127571106, 3.485846519470215, 4.339948654174805, 1.2448914051055908, 1.6216583251953125, 1.6131783723831177, 1.6167038679122925, 8.494913101196289, 3.5582759380340576, 5.503302097320557, 5.741500377655029, 4.309727668762207, 4.122634410858154, 8.446770668029785, 9.571148872375488, 4.091958522796631, 1.208970546722412, 4.236419200897217, 3.5756747722625732, 2.666022300720215, 0.9766517877578735, 3.6438918113708496, 3.827011823654175, 0.47620391845703125, 2.8090286254882812, 0.48805826902389526, 0.504758358001709, 4.328087329864502, 0.11477826535701752, 1.6136969327926636, 6.28850793838501, 6.39525842666626, 5.6186723709106445, 7.369166374206543, 0.4611755609512329, 0.12037241458892822, 5.225695610046387, 4.132854461669922, 5.3121209144592285, 0.16202498972415924, 0.0, 0.662580668926239, 1.5634057521820068, 6.524982929229736, 3.9679927825927734, 1.6558444499969482, 7.558599948883057, 4.668107509613037, 8.509637832641602, 5.899360179901123, 1.001172423362732, 1.6567119359970093]",0.8421052631578947,0.05,0.42543859649122806
44,2,full,True,199.71920776367188,"[1.7697131633758545, 1.5023106336593628, 1.7952264547348022, 5.798338413238525, 6.30540657043457, 1.1572365760803223, 0.5702012777328491, 1.9927570819854736, 5.196284294128418, 6.836008071899414, 1.7569092512130737, 1.7244645357131958, 6.756836891174316, 0.21735867857933044, 6.618429183959961, 2.0604727268218994, 4.838026523590088, 1.952297329902649, 1.6798954010009766, 5.232616901397705, 3.6550168991088867, 1.2706712484359741, 3.4827194213867188, 6.671572685241699, 1.3583160638809204, 3.8432905673980713, 1.3184109926223755, 1.9546451568603516, 5.187057018280029, 6.5180158615112305, 3.828580379486084, 6.8157057762146, 3.7584919929504395, 5.172947883605957, 6.774025917053223, 7.5439453125, 4.643642425537109, 5.619779586791992, 3.594099760055542, 2.0040392875671387, 0.08768518269062042, 8.415234565734863, 5.007148742675781, 1.7578933238983154, 0.0, 0.3150758743286133, 5.835694313049316, 8.39674186706543, 0.8532330393791199, 0.551684558391571, 0.22714056074619293, 0.22384129464626312, 3.5295090675354004, 3.7437140941619873, 6.673792839050293, 2.592510461807251, 0.7325352430343628]",0.8947368421052632,0.05,0.4282581453634085
44,0,full,True,196.785888671875,"[1.9940210580825806, 4.765847206115723, 5.360908508300781, 1.1275935173034668, 4.976204872131348, 8.848417282104492, 0.2343401312828064, 5.508101940155029, 0.44197598099708557, 1.6507153511047363, 1.7019513845443726, 3.0758864879608154, 4.922799587249756, 0.8033478260040283, 1.3126413822174072, 5.026053428649902, 5.392603397369385, 3.5895416736602783, 6.4433274269104, 7.6014604568481445, 1.3970131874084473, 3.0061357021331787, 5.575611114501953, 2.140872001647949, 4.9177422523498535, 0.7718111276626587, 2.294034242630005, 0.8224217295646667, 8.052276611328125, 5.405326843261719, 6.360835552215576, 2.022030830383301, 8.13320541381836, 2.9852869510650635, 5.57882833480835, 6.626197338104248, 0.7946884632110596, 0.15343907475471497, 1.7727142572402954, 1.6126763820648193, 0.0824359804391861, 5.075590133666992, 5.205484867095947, 6.50568151473999, 5.54216194152832, 0.0, 0.2862553000450134, 6.231560230255127, 1.4496725797653198, 1.3794716596603394, 6.699894905090332, 2.444295883178711, 2.305724620819092, 1.1223543882369995, 2.979285717010498, 1.6309479475021362, 2.6441996097564697]",0.8947368421052632,0.05,0.4226190476190476
24,3,full,True,31.233198165893555,"[1.121886134147644, 3.3406167030334473, 3.002045154571533, 1.0938829183578491, 0.14852280914783478, 0.7915403842926025, 1.8437294960021973, 3.419424295425415, 0.5810918807983398, 1.1703001260757446, 0.9576788544654846, 0.6792920827865601, 1.26473867893219, 3.0166075229644775, 0.29261890053749084, 0.987252950668335, 0.9360702633857727, 4.092226028442383, 1.0907182693481445, 0.7289011478424072, 0.0, 0.6740540266036987]",0.7272727272727273,0.05,0.37445887445887444
24,4,full,True,35.08556365966797,"[0.10266541689634323, 1.0193581581115723, 1.5370615720748901, 1.162154197692871, 3.2897534370422363, 1.9269773960113525, 1.1700761318206787, 3.1783173084259033, 0.0, 3.5609545707702637, 1.2561981678009033, 0.22226634621620178, 4.376592636108398, 1.9137213230133057, 0.8454407453536987, 1.1859935522079468, 0.4494990408420563, 0.5741264820098877, 1.1606197357177734, 2.3228437900543213, 1.6187173128128052, 2.2122271060943604]",0.7727272727272727,0.05,0.4134199134199134
